Country_OW,City_ID_OW,City_Name_OW,Local_date_time_OW,Temparature_OW,Pressure_OW,Humidity_percent_OW,Clouds_all_OW,Wind_Speed_OW,Rain_3h_OW,Snow_3h_OW,Weather_Description_OW
KR,1835848,Seoul,2018-03-17 12:00:00,275.619,1015.12,73,88,0.61,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-17 15:00:00,274.486,1014.48,77,88,1.03,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-17 18:00:00,274.909,1013.73,77,92,1.07,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-17 21:00:00,275.469,1013.32,72,92,1.36,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-18 00:00:00,279.238,1013.11,60,80,1.31,0.0,0.0,broken clouds
KR,1835848,Seoul,2018-03-18 03:00:00,282.431,1012.8,57,92,1.65,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-18 06:00:00,281.191,1011.22,72,92,1.65,0.385,0.0,light rain
KR,1835848,Seoul,2018-03-18 09:00:00,279.946,1010.05,80,88,1.36,0.39,0.0,light rain
KR,1835848,Seoul,2018-03-18 12:00:00,276.921,1010.14,95,88,1.16,0.09,0.0,light rain
KR,1835848,Seoul,2018-03-18 15:00:00,275.218,1009.89,95,92,1.08,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-18 18:00:00,272.909,1008.94,91,12,0.89,0.0,0.0,few clouds
KR,1835848,Seoul,2018-03-18 21:00:00,272.098,1008.18,94,44,1.21,0.0,0.0,scattered clouds
KR,1835848,Seoul,2018-03-19 00:00:00,275.813,1009.33,94,76,1.62,0.02,0.0,light rain
KR,1835848,Seoul,2018-03-19 03:00:00,285.529,1008.44,59,56,3.57,0.01,0.0,light rain
KR,1835848,Seoul,2018-03-19 06:00:00,285.964,1007.4,49,56,5.01,0.0,0.0,broken clouds
KR,1835848,Seoul,2018-03-19 09:00:00,282.313,1008.51,49,88,4.81,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-19 12:00:00,279.17,1010.44,50,92,4.91,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-19 15:00:00,277.714,1010.72,54,92,5.22,0.0,0.0,overcast clouds
KR,1835848,Seoul,2018-03-19 18:00:00,276.03,1010.37,60,92,5.66,0.22,0.0,light rain
BR,3448439,Sao Paulo,2018-03-14 21:00:00,296.74,931.11,86,48,1.52,4.65,0.0,moderate rain
BR,3448439,Sao Paulo,2018-03-15 00:00:00,294.96,931.99,93,68,1.98,0.1375,0.0,light rain
BR,3448439,Sao Paulo,2018-03-15 03:00:00,293.08,931.82,92,48,1.18,0.0,0.0,scattered clouds
BR,3448439,Sao Paulo,2018-03-15 06:00:00,292.1,930.94,92,24,1.21,0.0,0.0,few clouds
BR,3448439,Sao Paulo,2018-03-15 09:00:00,291.914,930.77,87,0,2.3,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-15 12:00:00,300.508,932.03,72,0,3.94,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-15 15:00:00,303.335,931.31,60,8,7.32,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-15 18:00:00,304.574,930.11,51,12,6.81,0.0,0.0,few clouds
BR,3448439,Sao Paulo,2018-03-15 21:00:00,302.639,930.5,48,36,4.44,0.0,0.0,scattered clouds
BR,3448439,Sao Paulo,2018-03-16 00:00:00,297.825,932.15,62,64,2.14,0.0,0.0,broken clouds
BR,3448439,Sao Paulo,2018-03-16 03:00:00,295.624,931.28,72,44,1.69,0.0,0.0,scattered clouds
BR,3448439,Sao Paulo,2018-03-16 06:00:00,292.7,930.23,82,24,1.29,0.0,0.0,few clouds
BR,3448439,Sao Paulo,2018-03-16 09:00:00,291.812,931.53,88,44,2.13,0.0,0.0,scattered clouds
BR,3448439,Sao Paulo,2018-03-16 12:00:00,297.211,932.88,80,24,3.39,0.0875,0.0,light rain
BR,3448439,Sao Paulo,2018-03-16 15:00:00,302.734,932.31,61,24,3.13,0.01,0.0,light rain
BR,3448439,Sao Paulo,2018-03-16 18:00:00,300.353,930.61,78,8,2.11,4.205,0.0,moderate rain
BR,3448439,Sao Paulo,2018-03-16 21:00:00,299.165,930.91,73,0,3.16,2.36,0.0,light rain
BR,3448439,Sao Paulo,2018-03-17 00:00:00,295.038,932.63,85,20,4.01,0.0,0.0,few clouds
BR,3448439,Sao Paulo,2018-03-17 03:00:00,293.162,932.79,95,32,3.16,0.0,0.0,scattered clouds
BR,3448439,Sao Paulo,2018-03-17 06:00:00,293.469,931.68,94,88,3.11,0.09,0.0,light rain
BR,3448439,Sao Paulo,2018-03-17 09:00:00,293.619,931.58,94,88,2.87,0.09,0.0,light rain
BR,3448439,Sao Paulo,2018-03-17 12:00:00,296.994,932.53,84,0,2.91,0.03,0.0,light rain
BR,3448439,Sao Paulo,2018-03-17 15:00:00,303.386,931.47,67,0,1.78,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-17 18:00:00,299.109,930.07,97,12,0.97,9.32,0.0,moderate rain
BR,3448439,Sao Paulo,2018-03-17 21:00:00,297.469,929.91,90,0,2.51,3.63,0.0,moderate rain
BR,3448439,Sao Paulo,2018-03-18 00:00:00,294.713,931.4,93,0,3.11,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-18 03:00:00,293.381,931.82,97,24,2.5,0.01,0.0,light rain
BR,3448439,Sao Paulo,2018-03-18 06:00:00,293.791,930.73,95,80,2,0.05,0.0,light rain
BR,3448439,Sao Paulo,2018-03-18 09:00:00,293.696,930.45,96,80,1.46,0.06,0.0,light rain
BR,3448439,Sao Paulo,2018-03-18 12:00:00,297.171,931.19,97,0,1.96,0.04,0.0,light rain
BR,3448439,Sao Paulo,2018-03-18 15:00:00,302.968,929.97,74,20,3.48,0.0,0.0,few clouds
BR,3448439,Sao Paulo,2018-03-18 18:00:00,298.809,928.53,93,32,1.57,4.54,0.0,moderate rain
BR,3448439,Sao Paulo,2018-03-18 21:00:00,297.448,928.41,89,12,0.14,2.06,0.0,light rain
BR,3448439,Sao Paulo,2018-03-19 00:00:00,293.913,929.97,93,8,1.52,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-19 03:00:00,291.779,930.05,91,0,1.17,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-19 06:00:00,290.464,929.02,90,0,1.21,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-19 09:00:00,289.913,928.67,88,0,1.51,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-19 12:00:00,298.42,930.11,82,0,3.21,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-19 15:00:00,301.814,930.31,69,8,6.07,0.0,0.0,clear sky
BR,3448439,Sao Paulo,2018-03-19 18:00:00,303.43,928.17,59,12,5.51,0.0,0.0,few clouds
NG,2332459,Lagos,2018-03-14 21:00:00,299.24,1018.34,82,8,5.32,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-15 00:00:00,298.77,1017.83,90,0,4.73,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-15 03:00:00,298.81,1016.78,94,0,5.03,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-15 06:00:00,299.24,1017.59,93,0,5.21,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-15 09:00:00,304.214,1019.37,78,0,5.4,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-15 12:00:00,305.933,1018.28,72,0,5.22,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-15 15:00:00,305.735,1016.18,69,0,5.02,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-15 18:00:00,303.174,1016.77,67,8,4.86,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-15 21:00:00,301.139,1017.96,83,8,5.16,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-16 00:00:00,300.425,1018.15,89,8,4.84,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-16 03:00:00,300.124,1017.29,90,8,5.16,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-16 06:00:00,300,1017.78,89,0,5.04,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-16 09:00:00,304.412,1019.08,76,0,5.33,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-16 12:00:00,305.986,1017.75,69,0,5.74,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-16 15:00:00,305.634,1015.8,68,8,5.25,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-16 18:00:00,303.003,1016.61,67,12,4.41,0.0,0.0,few clouds
NG,2332459,Lagos,2018-03-16 21:00:00,301.015,1018.62,83,20,4.56,0.0,0.0,few clouds
NG,2332459,Lagos,2018-03-17 00:00:00,300.688,1018.64,88,44,5.16,0.0,0.0,scattered clouds
NG,2332459,Lagos,2018-03-17 03:00:00,300.662,1017.33,85,48,4.81,0.0,0.0,scattered clouds
NG,2332459,Lagos,2018-03-17 06:00:00,300.819,1017.92,81,68,4.41,0.0,0.0,broken clouds
NG,2332459,Lagos,2018-03-17 09:00:00,304.269,1019.37,77,48,3.72,0.0,0.0,scattered clouds
NG,2332459,Lagos,2018-03-17 12:00:00,305.644,1018.45,71,32,4.51,0.0,0.0,scattered clouds
NG,2332459,Lagos,2018-03-17 15:00:00,305.986,1015.94,68,12,3.93,0.0,0.0,few clouds
NG,2332459,Lagos,2018-03-17 18:00:00,303.259,1016.32,65,20,4.42,0.0,0.0,few clouds
NG,2332459,Lagos,2018-03-17 21:00:00,300.969,1018.59,82,12,4.46,0.0,0.0,few clouds
NG,2332459,Lagos,2018-03-18 00:00:00,300.063,1018.7,91,8,3.86,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-18 03:00:00,299.581,1017.1,94,8,4.08,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-18 06:00:00,299.341,1017.38,95,8,3.7,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-18 09:00:00,303.946,1018.48,83,0,3.51,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-18 12:00:00,306.071,1016.95,72,0,4.66,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-18 15:00:00,305.468,1014.76,68,0,5.33,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-18 18:00:00,302.759,1015.59,68,0,4.94,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-18 21:00:00,300.848,1017.74,85,12,4.76,0.0,0.0,few clouds
NG,2332459,Lagos,2018-03-19 00:00:00,300.313,1017.68,89,8,4.82,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-19 03:00:00,299.979,1016.79,91,0,4.32,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-19 06:00:00,299.714,1017.54,92,0,4.21,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-19 09:00:00,303.913,1018.96,80,0,4.66,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-19 12:00:00,305.77,1017.65,72,8,5.31,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-19 15:00:00,305.314,1015.19,69,0,5.62,0.0,0.0,clear sky
NG,2332459,Lagos,2018-03-19 18:00:00,302.88,1015.71,69,8,5.01,0.0,0.0,clear sky
ID,1642911,Jakarta,2018-03-14 21:00:00,298.92,1021.74,100,64,1.12,0.0,0.0,broken clouds
ID,1642911,Jakarta,2018-03-15 00:00:00,299.58,1023.1,100,64,1.53,0.0,0.0,broken clouds
ID,1642911,Jakarta,2018-03-15 03:00:00,301.6,1023.91,98,44,0.93,0.0,0.0,scattered clouds
ID,1642911,Jakarta,2018-03-15 06:00:00,302.56,1020.99,93,0,4.46,0.025,0.0,light rain
ID,1642911,Jakarta,2018-03-15 09:00:00,302.064,1020.26,93,32,2.65,1.82,0.0,light rain
ID,1642911,Jakarta,2018-03-15 12:00:00,300.608,1022,99,32,1.24,2.86,0.0,light rain
ID,1642911,Jakarta,2018-03-15 15:00:00,299.485,1023.31,100,24,1.67,1.48,0.0,light rain
ID,1642911,Jakarta,2018-03-15 18:00:00,299.024,1022.52,100,36,1.16,0.01,0.0,light rain
ID,1642911,Jakarta,2018-03-15 21:00:00,299.089,1021.61,100,24,1.36,0.0,0.0,few clouds
ID,1642911,Jakarta,2018-03-16 00:00:00,299.375,1022.45,100,0,2.14,0.0,0.0,clear sky
ID,1642911,Jakarta,2018-03-16 03:00:00,301.674,1022.72,100,20,1.36,0.0,0.0,few clouds
ID,1642911,Jakarta,2018-03-16 06:00:00,302.3,1020.45,95,12,4.49,0.0,0.0,few clouds
ID,1642911,Jakarta,2018-03-16 09:00:00,302.012,1019.56,93,24,3.25,1.36,0.0,light rain
ID,1642911,Jakarta,2018-03-16 12:00:00,300.361,1021.15,99,36,0.11,3.815,0.0,moderate rain
ID,1642911,Jakarta,2018-03-16 15:00:00,299.984,1022.29,100,12,1.65,0.0,0.0,few clouds
ID,1642911,Jakarta,2018-03-16 18:00:00,299.078,1021.72,100,56,2.11,0.0,0.0,broken clouds
ID,1642911,Jakarta,2018-03-16 21:00:00,299.015,1020.89,100,68,1.06,0.445,0.0,light rain
ID,1642911,Jakarta,2018-03-17 00:00:00,297.888,1022.05,100,80,3.06,1.42,0.0,light rain
ID,1642911,Jakarta,2018-03-17 03:00:00,300.137,1023.17,100,56,1.21,0.2,0.0,light rain
ID,1642911,Jakarta,2018-03-17 06:00:00,301.719,1021.33,98,24,2.51,0.0,0.0,few clouds
ID,1642911,Jakarta,2018-03-17 09:00:00,300.744,1020.67,100,36,1.12,2.11,0.0,light rain
ID,1642911,Jakarta,2018-03-17 12:00:00,299.619,1021.45,100,36,1.66,1.41,0.0,light rain
ID,1642911,Jakarta,2018-03-17 15:00:00,299.886,1022.83,100,32,1.53,0.0,0.0,scattered clouds
ID,1642911,Jakarta,2018-03-17 18:00:00,299.709,1022.24,100,44,1.07,0.0,0.0,scattered clouds
ID,1642911,Jakarta,2018-03-17 21:00:00,299.369,1021.43,100,36,1.96,0.0,0.0,scattered clouds
ID,1642911,Jakarta,2018-03-18 00:00:00,299.463,1022.35,100,12,2.51,0.0,0.0,few clouds
ID,1642911,Jakarta,2018-03-18 03:00:00,301.731,1022.77,100,0,1.45,0.0,0.0,clear sky
ID,1642911,Jakarta,2018-03-18 06:00:00,302.641,1021.03,93,12,3.4,0.04,0.0,light rain
ID,1642911,Jakarta,2018-03-18 09:00:00,300.596,1020.42,100,48,1.71,5.55,0.0,moderate rain
ID,1642911,Jakarta,2018-03-18 12:00:00,299.071,1021.65,100,68,1.96,5.1,0.0,moderate rain
ID,1642911,Jakarta,2018-03-18 15:00:00,299.368,1023.11,100,36,1.63,0.0,0.0,scattered clouds
ID,1642911,Jakarta,2018-03-18 18:00:00,299.109,1022.16,100,0,1.67,0.0,0.0,clear sky
ID,1642911,Jakarta,2018-03-18 21:00:00,298.948,1021.14,100,8,2.06,0.0,0.0,clear sky
ID,1642911,Jakarta,2018-03-19 00:00:00,299.513,1022.46,100,8,1.82,0.0,0.0,clear sky
ID,1642911,Jakarta,2018-03-19 03:00:00,301.529,1023.27,100,12,0.87,0.0,0.0,few clouds
ID,1642911,Jakarta,2018-03-19 06:00:00,302.514,1020.86,97,8,2.71,0.0,0.0,clear sky
ID,1642911,Jakarta,2018-03-19 09:00:00,302.263,1020.02,92,32,2.86,1.64,0.0,light rain
ID,1642911,Jakarta,2018-03-19 12:00:00,299.02,1021.46,100,24,1.41,7.91,0.0,moderate rain
ID,1642911,Jakarta,2018-03-19 15:00:00,299.414,1022.64,100,12,0.97,0.0,0.0,few clouds
ID,1642911,Jakarta,2018-03-19 18:00:00,299.43,1021.63,100,8,1.41,0.0,0.0,clear sky
JP,1850147,Tokyo,2018-03-14 21:00:00,282.06,1030.74,100,0,2.12,0.0,0.0,clear sky
JP,1850147,Tokyo,2018-03-15 00:00:00,286.95,1030.88,89,0,2.88,0.0,0.0,clear sky
JP,1850147,Tokyo,2018-03-15 03:00:00,290.14,1029.34,69,20,6.73,0.0,0.0,few clouds
JP,1850147,Tokyo,2018-03-15 06:00:00,289.98,1027.07,67,44,8.96,0.0,0.0,scattered clouds
JP,1850147,Tokyo,2018-03-15 09:00:00,288.564,1026.58,70,20,9.15,0.0,0.0,few clouds
JP,1850147,Tokyo,2018-03-15 12:00:00,287.708,1026.3,75,12,9.42,0.0,0.0,few clouds
JP,1850147,Tokyo,2018-03-15 15:00:00,287.735,1025.66,77,68,9.37,0.0,0.0,broken clouds
JP,1850147,Tokyo,2018-03-15 18:00:00,288.074,1023.49,79,88,8.96,0.005,0.0,light rain
JP,1850147,Tokyo,2018-03-15 21:00:00,288.089,1022.26,86,76,8.44,0.15,0.0,light rain
JP,1850147,Tokyo,2018-03-16 00:00:00,289.775,1021.56,74,44,8.89,0.035,0.0,light rain
JP,1850147,Tokyo,2018-03-16 03:00:00,290.724,1021.67,74,80,5.89,0.02,0.0,light rain
JP,1850147,Tokyo,2018-03-16 06:00:00,287.3,1022.97,99,100,4.14,2.005,0.0,light rain
JP,1850147,Tokyo,2018-03-16 09:00:00,283.212,1027.02,100,100,5.58,3.215,0.0,moderate rain
JP,1850147,Tokyo,2018-03-16 12:00:00,280.136,1030.72,100,92,6.91,1.29,0.0,light rain
JP,1850147,Tokyo,2018-03-16 15:00:00,278.084,1033.39,100,92,7.33,0.895,0.0,light rain
JP,1850147,Tokyo,2018-03-16 18:00:00,277.678,1034.61,100,92,6.96,0.315,0.0,light rain
JP,1850147,Tokyo,2018-03-16 21:00:00,276.84,1037.35,100,92,6.81,0.01,0.0,light rain
JP,1850147,Tokyo,2018-03-17 00:00:00,277.613,1039.15,100,56,5.91,0.0,0.0,broken clouds
JP,1850147,Tokyo,2018-03-17 03:00:00,280.362,1038.49,91,20,4.31,0.0,0.0,few clouds
JP,1850147,Tokyo,2018-03-17 06:00:00,282.569,1036.81,82,0,2.96,0.0,0.0,clear sky
JP,1850147,Tokyo,2018-03-17 09:00:00,281.269,1037.2,83,0,2.52,0.0,0.0,clear sky
JP,1850147,Tokyo,2018-03-17 12:00:00,278.919,1038.31,97,0,2.66,0.0,0.0,clear sky
JP,1850147,Tokyo,2018-03-17 15:00:00,277.636,1037.98,100,0,2.13,0.0,0.0,clear sky
JP,1850147,Tokyo,2018-03-17 18:00:00,277.859,1036.83,100,32,3.57,0.0,0.0,scattered clouds
JP,1850147,Tokyo,2018-03-17 21:00:00,278.669,1036.75,99,92,3.36,0.0,0.0,overcast clouds
JP,1850147,Tokyo,2018-03-18 00:00:00,280.363,1036.94,94,92,2.31,0.0,0.0,overcast clouds
JP,1850147,Tokyo,2018-03-18 03:00:00,282.681,1034.93,89,56,1,0.0,0.0,broken clouds
JP,1850147,Tokyo,2018-03-18 06:00:00,285.541,1031.57,80,92,2.4,0.0,0.0,overcast clouds
JP,1850147,Tokyo,2018-03-18 09:00:00,285.196,1030.88,82,76,1.76,0.0,0.0,broken clouds
JP,1850147,Tokyo,2018-03-18 12:00:00,285.071,1030,87,56,4.46,0.0,0.0,broken clouds
JP,1850147,Tokyo,2018-03-18 15:00:00,285.768,1028.54,91,76,5.33,0.0,0.0,broken clouds
JP,1850147,Tokyo,2018-03-18 18:00:00,285.809,1026.94,93,92,3.84,0.06,0.0,light rain
JP,1850147,Tokyo,2018-03-18 21:00:00,285.348,1026.33,100,92,2.84,0.5,0.0,light rain
JP,1850147,Tokyo,2018-03-19 00:00:00,285.663,1026.11,100,92,1.77,1.05,0.0,light rain
JP,1850147,Tokyo,2018-03-19 03:00:00,284.779,1024.65,100,92,2.07,7.3,0.0,moderate rain
JP,1850147,Tokyo,2018-03-19 06:00:00,285.414,1023.21,100,92,1.51,0.8,0.0,light rain
JP,1850147,Tokyo,2018-03-19 09:00:00,284.913,1023.83,100,92,2.11,1.13,0.0,light rain
JP,1850147,Tokyo,2018-03-19 12:00:00,284.42,1025.35,100,92,3.36,0.98,0.0,light rain
JP,1850147,Tokyo,2018-03-19 15:00:00,284.414,1025.32,100,92,3.57,0.78,0.0,light rain
JP,1850147,Tokyo,2018-03-19 18:00:00,283.33,1024.95,100,92,5.11,2.21,0.0,light rain
CN,1783873,Zhumadian,2018-03-14 21:00:00,286.27,1011.36,94,8,2.07,0.0,0.0,clear sky
CN,1783873,Zhumadian,2018-03-15 00:00:00,287.8,1012.81,92,8,1.58,0.0,0.0,clear sky
CN,1783873,Zhumadian,2018-03-15 03:00:00,293.95,1014.91,95,24,2.23,0.0,0.0,few clouds
CN,1783873,Zhumadian,2018-03-15 06:00:00,292.18,1015.07,100,64,8.06,2.2225,0.0,light rain
CN,1783873,Zhumadian,2018-03-15 09:00:00,286.314,1018.88,82,92,12.2,0.86,0.0,light rain
CN,1783873,Zhumadian,2018-03-15 12:00:00,282.183,1023.63,95,92,10.14,0.835,0.0,light rain
CN,1783873,Zhumadian,2018-03-15 15:00:00,280.835,1026.72,93,92,8.42,0.615,0.0,light rain
CN,1783873,Zhumadian,2018-03-15 18:00:00,279.324,1027.95,92,92,7.46,0.33,0.0,light rain
CN,1783873,Zhumadian,2018-03-15 21:00:00,277.489,1029.23,95,92,7.11,0.33,0.0,light rain
CN,1783873,Zhumadian,2018-03-16 00:00:00,277,1030.8,78,88,7.59,0.095,0.0,light rain
CN,1783873,Zhumadian,2018-03-16 03:00:00,278.274,1031.07,69,88,6.69,0.025,0.0,light rain
CN,1783873,Zhumadian,2018-03-16 06:00:00,280.5,1028.4,62,88,5.06,0.0,0.0,overcast clouds
CN,1783873,Zhumadian,2018-03-16 09:00:00,281.612,1026.53,59,92,4.45,0.0,0.0,overcast clouds
CN,1783873,Zhumadian,2018-03-16 12:00:00,280.961,1026.67,59,100,4.06,0.0,0.0,overcast clouds
CN,1783873,Zhumadian,2018-03-16 15:00:00,281.134,1025.94,58,100,3.35,0.0,0.0,overcast clouds
CN,1783873,Zhumadian,2018-03-16 18:00:00,281.253,1024.64,59,92,3.69,0.0,0.0,overcast clouds
CN,1783873,Zhumadian,2018-03-16 21:00:00,280.165,1023.81,70,100,4.21,0.155,0.0,light rain
CN,1783873,Zhumadian,2018-03-17 00:00:00,279.188,1024.07,91,92,4.41,0.58,0.0,light rain
CN,1783873,Zhumadian,2018-03-17 03:00:00,280.662,1024.47,90,92,4.41,0.13,0.0,light rain
CN,1783873,Zhumadian,2018-03-17 06:00:00,280.944,1022.46,94,100,5.16,0.51,0.0,light rain
CN,1783873,Zhumadian,2018-03-17 09:00:00,279.819,1021.8,100,92,4.72,2.52,0.0,light rain
CN,1783873,Zhumadian,2018-03-17 12:00:00,278.844,1021.69,98,100,5.61,2.67,0.0,light rain
CN,1783873,Zhumadian,2018-03-17 15:00:00,278.436,1022.58,99,100,5.23,3.01,0.0,moderate rain
CN,1783873,Zhumadian,2018-03-17 18:00:00,277.909,1021.83,100,92,6.17,1.71,0.0,light rain
CN,1783873,Zhumadian,2018-03-17 21:00:00,277.219,1021.26,100,92,6.26,0.53,0.0,light rain
CN,1783873,Zhumadian,2018-03-18 00:00:00,277.213,1022.27,100,92,6.71,0.39,0.0,light rain
CN,1783873,Zhumadian,2018-03-18 03:00:00,279.031,1022.69,95,92,6.85,0.06,0.0,light rain
CN,1783873,Zhumadian,2018-03-18 06:00:00,280.891,1021.19,93,92,6.75,0.07,0.0,light rain
CN,1783873,Zhumadian,2018-03-18 09:00:00,280.146,1020.42,100,92,6.21,0.63,0.0,light rain
CN,1783873,Zhumadian,2018-03-18 12:00:00,279.071,1021.41,98,92,5.81,2.07,0.0,light rain
CN,1783873,Zhumadian,2018-03-18 15:00:00,278.868,1022.06,98,100,5.93,1.51,0.0,light rain
CN,1783873,Zhumadian,2018-03-18 18:00:00,278.909,1021.67,97,92,5.79,3.8,0.0,moderate rain
CN,1783873,Zhumadian,2018-03-18 21:00:00,278.898,1020.49,97,92,5.76,1.7,0.0,light rain
CN,1783873,Zhumadian,2018-03-19 00:00:00,279.288,1021.97,98,92,5.37,0.36,0.0,light rain
CN,1783873,Zhumadian,2018-03-19 03:00:00,280.829,1023.03,100,92,5.27,0.31,0.0,light rain
CN,1783873,Zhumadian,2018-03-19 06:00:00,282.464,1021.59,94,88,5.56,0.1,0.0,light rain
CN,1783873,Zhumadian,2018-03-19 09:00:00,283.413,1020.5,87,68,5.66,0.0,0.0,broken clouds
CN,1783873,Zhumadian,2018-03-19 12:00:00,281.67,1022.19,88,92,4.76,0.03,0.0,light rain
CN,1783873,Zhumadian,2018-03-19 15:00:00,280.764,1023.78,97,92,4.37,0.29,0.0,light rain
CN,1783873,Zhumadian,2018-03-19 18:00:00,279.93,1024.14,99,92,5.16,0.22,0.0,light rain
US,5128581,New York,2018-03-14 21:00:00,276.8,1010.15,97,48,4.77,0.0125,0.0,light rain
US,5128581,New York,2018-03-15 00:00:00,275.26,1011.02,97,48,5.43,0.01,0.006,light rain
US,5128581,New York,2018-03-15 03:00:00,273.94,1012.23,99,68,5.63,0.0025,0.03925,light rain
US,5128581,New York,2018-03-15 06:00:00,273.1,1012.4,100,76,5.76,0.0,0.015,clear sky
US,5128581,New York,2018-03-15 09:00:00,272.114,1012.15,100,32,5.7,0.0,0.0,scattered clouds
US,5128581,New York,2018-03-15 12:00:00,271.908,1012.84,99,36,5.17,0.0,0.00125,clear sky
US,5128581,New York,2018-03-15 15:00:00,274.135,1013.02,96,44,4.82,0.0,0.0,scattered clouds
US,5128581,New York,2018-03-15 18:00:00,276.274,1011.33,91,20,4.71,0.0,0.0,few clouds
US,5128581,New York,2018-03-15 21:00:00,276.939,1010.18,89,44,4.09,0.0,0.0,scattered clouds
US,5128581,New York,2018-03-16 00:00:00,274.875,1011.34,93,24,3.69,0.0,0.0,few clouds
US,5128581,New York,2018-03-16 03:00:00,272.924,1012.43,100,24,3.86,0.0,0.0,few clouds
US,5128581,New York,2018-03-16 06:00:00,272.55,1013.32,97,36,3.81,0.0,0.0,scattered clouds
US,5128581,New York,2018-03-16 09:00:00,271.637,1014.13,100,0,4.08,0.0,0.0,clear sky
US,5128581,New York,2018-03-16 12:00:00,271.036,1016.13,100,8,5.04,0.0,0.0,clear sky
US,5128581,New York,2018-03-16 15:00:00,273.209,1017.1,100,20,5.28,0.0,0.0,few clouds
US,5128581,New York,2018-03-16 18:00:00,274.178,1017.26,94,36,6.01,0.0,0.0,scattered clouds
US,5128581,New York,2018-03-16 21:00:00,273.815,1018.21,89,56,6.56,0.0,0.0,broken clouds
US,5128581,New York,2018-03-17 00:00:00,272.213,1020.91,92,24,6.36,0.0,0.0,few clouds
US,5128581,New York,2018-03-17 03:00:00,271.012,1023.09,94,0,5.86,0.0,0.0,clear sky
US,5128581,New York,2018-03-17 06:00:00,270.369,1024.08,92,0,5.51,0.0,0.0,clear sky
US,5128581,New York,2018-03-17 09:00:00,270.394,1023.83,95,0,5.02,0.0,0.0,clear sky
US,5128581,New York,2018-03-17 12:00:00,270.794,1023.72,89,0,4.21,0.0,0.0,clear sky
US,5128581,New York,2018-03-17 15:00:00,274.536,1023.47,82,0,4.93,0.0,0.0,clear sky
US,5128581,New York,2018-03-17 18:00:00,277.609,1021.51,72,0,5.52,0.0,0.0,clear sky
US,5128581,New York,2018-03-17 21:00:00,278.919,1019.64,67,0,4.31,0.0,0.0,clear sky
US,5128581,New York,2018-03-18 00:00:00,275.838,1020.32,73,24,3.56,0.0,0.0,few clouds
US,5128581,New York,2018-03-18 03:00:00,273.731,1021.56,79,48,2.7,0.0,0.0,scattered clouds
US,5128581,New York,2018-03-18 06:00:00,271.541,1021.6,93,12,2.55,0.0,0.0,few clouds
US,5128581,New York,2018-03-18 09:00:00,269.896,1021.64,99,0,1.26,0.0,0.0,clear sky
US,5128581,New York,2018-03-18 12:00:00,270.071,1022.54,97,8,1.41,0.0,0.0,clear sky
